"well.id","flag_id","Metadata_Experiment","Metadata_Plate","Metadata_Well","Metadata_Date","Metadata_Group","Metadata_Magnification","FileName_RawBF","wo_po_area_frac","assay_type","food_conc_OD","food_type","diluent","drug","concentration_um","drug_prep_method","strain","bleach","well_censor","well_censor_reason","notes","i.dir","w.lab","gbm2x_class","mean_wormlength_um","min_wormlength_um","q10_wormlength_um","q25_wormlength_um","median_wormlength_um","sd_wormlength_um","q75_wormlength_um","q90_wormlength_um","max_wormlength_um","cv_wormlength_um","n","assay_bleach","control_median_wormlength_um","median_wormlength_um_delta"
"NJR2_p001_B01","NJR2_2_CB4856","NJR2","p001","B01",20240906,"p001_B01","m2x","20240906-NJR2-p001-m2x_B01.TIF",0.915853998328225,"48h",10,"HB101_10_11_2023","DMSO","Albendazole_B",0,"see notion","CB4856",2,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_3/20240906-NJ-R2-drugresponse/20240906-NJ-R2-p009-m2x_/Analysis-20240912/processed_images/","Albendazole_B_0_CB4856","worm",904.303654681818,847.174795955307,852.639963801459,870.586486054393,902.731401880381,43.2519572035984,933.488999306403,954.700044117861,994.938366607561,0.0478290195772976,18,"NJR2_2",880.044498157112,22.686903723269
"NJR2_p001_B02","NJR2_2_CX11271","NJR2","p001","B02",20240906,"p001_B02","m2x","20240906-NJR2-p001-m2x_B02.TIF",0.893325561060915,"48h",10,"HB101_10_11_2023","DMSO","Albendazole_B",0,"see notion","CX11271",2,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_3/20240906-NJ-R2-drugresponse/20240906-NJ-R2-p009-m2x_/Analysis-20240912/processed_images/","Albendazole_B_0_CX11271","worm",778.076625092697,522.31736951679,555.762378846145,752.384729794361,833.232668353099,132.487578188543,865.979912220623,870.575757410219,882.226812623297,0.170275746521442,10,"NJR2_2",822.016344811928,11.2163235411714
"NJR2_p001_B03","NJR2_2_ECA36","NJR2","p001","B03",20240906,"p001_B03","m2x","20240906-NJR2-p001-m2x_B03.TIF",1.11166607206564,"48h",10,"HB101_10_11_2023","DMSO","Albendazole_B",0,"see notion","ECA36",2,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_3/20240906-NJ-R2-drugresponse/20240906-NJ-R2-p009-m2x_/Analysis-20240912/processed_images/","Albendazole_B_0_ECA36","worm",852.551417236427,686.705614360063,798.925132599761,815.064426293804,855.049628805092,63.3822089109724,906.931032032378,916.739468734175,920.386917412908,0.0743441481997976,16,"NJR2_2",855.900516144105,-0.850887339013184
"NJR2_p001_B04","NJR2_2_JU775","NJR2","p001","B04",20240906,"p001_B04","m2x","20240906-NJR2-p001-m2x_B04.TIF",0.944398109535724,"48h",10,"HB101_10_11_2023","DMSO","Albendazole_B",0,"see notion","JU775",2,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_3/20240906-NJ-R2-drugresponse/20240906-NJ-R2-p009-m2x_/Analysis-20240912/processed_images/","Albendazole_B_0_JU775","worm",870.975739261843,782.610355059957,789.927092117935,837.194316864773,890.546761096875,57.0267601716332,910.861090309026,920.90922789187,934.635140197275,0.0654745678909079,8,"NJR2_2",859.565462572056,30.9812985248183
"NJR2_p001_B06","NJR2_2_N2","NJR2","p001","B06",20240906,"p001_B06","m2x","20240906-NJR2-p001-m2x_B06.TIF",0.952587374695205,"48h",10,"HB101_10_11_2023","DMSO","Albendazole_B",0,"see notion","N2",2,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_3/20240906-NJ-R2-drugresponse/20240906-NJ-R2-p009-m2x_/Analysis-20240912/processed_images/","Albendazole_B_0_N2","worm",918.123353606434,883.146481558242,883.221694446233,883.334513778219,929.000679677861,32.7342041567975,947.228195345231,947.635416741662,947.906897672616,0.0356533836419866,5,"NJR2_2",904.874693981015,24.1259856968455
"NJR2_p001_B07","NJR2_2_CB4856","NJR2","p001","B07",20240906,"p001_B07","m2x","20240906-NJR2-p001-m2x_B07.TIF",0.877929345925149,"48h",10,"HB101_10_11_2023","DMSO","Albendazole_B",30,"see notion","CB4856",2,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_3/20240906-NJ-R2-drugresponse/20240906-NJ-R2-p009-m2x_/Analysis-20240912/processed_images/","Albendazole_B_30_CB4856","worm",650.761009403186,589.196230465666,605.08913682917,627.447413820699,655.023066392218,35.3059874336257,674.5197573973,692.384426757463,707.700873724556,0.0542533847656375,14,"NJR2_2",880.044498157112,-225.021431764893
"NJR2_p001_B08","NJR2_2_CX11271","NJR2","p001","B08",20240906,"p001_B08","m2x","20240906-NJR2-p001-m2x_B08.TIF",0.960845245494096,"48h",10,"HB101_10_11_2023","DMSO","Albendazole_B",30,"see notion","CX11271",2,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_3/20240906-NJ-R2-drugresponse/20240906-NJ-R2-p009-m2x_/Analysis-20240912/processed_images/","Albendazole_B_30_CX11271","worm",846.245761169378,803.791586376083,817.25199343651,829.950728720127,844.335062256181,29.5305536561506,855.009075955171,883.310216571355,899.494498254462,0.0348959545928407,9,"NJR2_2",822.016344811928,22.3187174442536
"NJR2_p001_B09","NJR2_2_ECA36","NJR2","p001","B09",20240906,"p001_B09","m2x","20240906-NJR2-p001-m2x_B09.TIF",1.02713013988978,"48h",10,"HB101_10_11_2023","DMSO","Albendazole_B",30,"see notion","ECA36",2,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_3/20240906-NJ-R2-drugresponse/20240906-NJ-R2-p009-m2x_/Analysis-20240912/processed_images/","Albendazole_B_30_ECA36","worm",564.166610799782,397.915794046695,451.706430215006,532.392384467472,604.222859817375,103.726587993479,630.77539346485,645.626130707452,655.52662220252,0.183858076688431,5,"NJR2_2",855.900516144105,-251.67765632673
"NJR2_p001_B10","NJR2_2_JU775","NJR2","p001","B10",20240906,"p001_B10","m2x","20240906-NJR2-p001-m2x_B10.TIF",0.926911544227886,"48h",10,"HB101_10_11_2023","DMSO","Albendazole_B",30,"see notion","JU775",2,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_3/20240906-NJ-R2-drugresponse/20240906-NJ-R2-p009-m2x_/Analysis-20240912/processed_images/","Albendazole_B_30_JU775","worm",635.727562782763,584.03580478084,604.753499937567,616.394966790773,632.92761530464,28.7447234042725,659.214285517221,673.785902294831,677.643082028667,0.0452154745005055,14,"NJR2_2",859.565462572056,-226.637847267417
"NJR2_p001_B11","NJR2_2_MY16","NJR2","p001","B11",20240906,"p001_B11","m2x","20240906-NJR2-p001-m2x_B11.TIF",0.95270469997044,"48h",10,"HB101_10_11_2023","DMSO","Albendazole_B",30,"see notion","MY16",2,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_3/20240906-NJ-R2-drugresponse/20240906-NJ-R2-p009-m2x_/Analysis-20240912/processed_images/","Albendazole_B_30_MY16","worm",888.445192450578,845.368323939288,852.697409181736,872.563153402418,884.704691719312,26.5091760176642,912.033191934042,923.324916392554,925.4562683531,0.0298377167696125,15,"NJR2_2",876.563762732596,8.14092898671538
"NJR2_p001_C01","NJR2_2_CB4856","NJR2","p001","C01",20240906,"p001_C01","m2x","20240906-NJR2-p001-m2x_C01.TIF",0.890735004224162,"48h",10,"HB101_10_11_2023","DMSO","Albendazole_B",0,"see notion","CB4856",2,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_3/20240906-NJ-R2-drugresponse/20240906-NJ-R2-p009-m2x_/Analysis-20240912/processed_images/","Albendazole_B_0_CB4856","worm",877.198390166602,781.349289257084,830.121444365492,849.079262399795,887.680857498763,45.5991014312369,899.865692883004,929.743887216639,951.046843823195,0.0519826551694611,13,"NJR2_2",880.044498157112,7.63635934165131
"NJR2_p001_C02","NJR2_2_CX11271","NJR2","p001","C02",20240906,"p001_C02","m2x","20240906-NJR2-p001-m2x_C02.TIF",0.941025641025641,"48h",10,"HB101_10_11_2023","DMSO","Albendazole_B",0,"see notion","CX11271",2,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_3/20240906-NJ-R2-drugresponse/20240906-NJ-R2-p009-m2x_/Analysis-20240912/processed_images/","Albendazole_B_0_CX11271","worm",869.635558086215,837.539920074222,846.871985933502,850.231899714209,864.494420166059,25.1055565579333,882.828277614746,907.738970298645,910.714239495236,0.0288690547718431,10,"NJR2_2",822.016344811928,42.4780753541314
"NJR2_p001_C03","NJR2_2_ECA36","NJR2","p001","C03",20240906,"p001_C03","m2x","20240906-NJR2-p001-m2x_C03.TIF",1.14763014763015,"48h",10,"HB101_10_11_2023","DMSO","Albendazole_B",0,"see notion","ECA36",2,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_3/20240906-NJ-R2-drugresponse/20240906-NJ-R2-p009-m2x_/Analysis-20240912/processed_images/","Albendazole_B_0_ECA36","worm",873.708638628497,729.529597090769,810.295066266948,846.039212542719,893.960811076845,57.3473659091498,905.194576696823,932.798111442005,946.074450358344,0.065636716147354,15,"NJR2_2",855.900516144105,38.0602949327397
"NJR2_p001_C04","NJR2_2_JU775","NJR2","p001","C04",20240906,"p001_C04","m2x","20240906-NJR2-p001-m2x_C04.TIF",1.10372157133012,"48h",10,"HB101_10_11_2023","DMSO","Albendazole_B",0,"see notion","JU775",2,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_3/20240906-NJ-R2-drugresponse/20240906-NJ-R2-p009-m2x_/Analysis-20240912/processed_images/","Albendazole_B_0_JU775","worm",878.488805340509,820.776731781743,840.029487914854,848.559690192889,879.013434825817,35.2650864185231,901.264071863212,928.050439039745,939.955202462227,0.0401428978993695,23,"NJR2_2",859.565462572056,19.4479722537607
"NJR2_p001_C05","NJR2_2_MY16","NJR2","p001","C05",20240906,"p001_C05","m2x","20240906-NJR2-p001-m2x_C05.TIF",0.949609035621199,"48h",10,"HB101_10_11_2023","DMSO","Albendazole_B",0,"see notion","MY16",2,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_3/20240906-NJ-R2-drugresponse/20240906-NJ-R2-p009-m2x_/Analysis-20240912/processed_images/","Albendazole_B_0_MY16","worm",882.3536867382,857.818377779937,859.184053139202,866.032549776498,890.064915085524,17.6270431593393,894.454550779034,898.669267019101,905.185755147956,0.0199772987003673,9,"NJR2_2",876.563762732596,13.5011523529278
"NJR2_p001_C07","NJR2_2_CB4856","NJR2","p001","C07",20240906,"p001_C07","m2x","20240906-NJR2-p001-m2x_C07.TIF",0.908235294117647,"48h",10,"HB101_10_11_2023","DMSO","Albendazole_B",30,"see notion","CB4856",2,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_3/20240906-NJ-R2-drugresponse/20240906-NJ-R2-p009-m2x_/Analysis-20240912/processed_images/","Albendazole_B_30_CB4856","worm",644.850681041309,637.437232936664,640.232030062897,642.360643751387,643.425244986886,5.90888121865607,646.133754857032,651.465864433487,656.103492148772,0.00916317744925751,7,"NJR2_2",880.044498157112,-236.619253170225
"NJR2_p001_C08","NJR2_2_CX11271","NJR2","p001","C08",20240906,"p001_C08","m2x","20240906-NJR2-p001-m2x_C08.TIF",0.918631397354802,"48h",10,"HB101_10_11_2023","DMSO","Albendazole_B",30,"see notion","CX11271",2,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_3/20240906-NJ-R2-drugresponse/20240906-NJ-R2-p009-m2x_/Analysis-20240912/processed_images/","Albendazole_B_30_CX11271","worm",822.089020417762,739.781891719311,758.566495748539,784.642989257084,828.848910295911,55.687715869497,860.632165309026,885.944982277153,907.948623939287,0.0677392769960582,9,"NJR2_2",822.016344811928,6.83256548398367
"NJR2_p001_C09","NJR2_2_ECA36","NJR2","p001","C09",20240906,"p001_C09","m2x","20240906-NJR2-p001-m2x_C09.TIF",0.977660972404731,"48h",10,"HB101_10_11_2023","DMSO","Albendazole_B",30,"see notion","ECA36",2,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_3/20240906-NJ-R2-drugresponse/20240906-NJ-R2-p009-m2x_/Analysis-20240912/processed_images/","Albendazole_B_30_ECA36","worm",619.553902855484,546.035336571355,578.383165229826,596.915228152592,619.962140793235,36.2977995621536,644.157340738832,655.042120241975,682.481492883004,0.0585869920193536,20,"NJR2_2",855.900516144105,-235.938375350869
"NJR2_p001_C10","NJR2_2_JU775","NJR2","p001","C10",20240906,"p001_C10","m2x","20240906-NJR2-p001-m2x_C10.TIF",0.616789739603576,"48h",10,"HB101_10_11_2023","DMSO","Albendazole_B",30,"see notion","JU775",2,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_3/20240906-NJ-R2-drugresponse/20240906-NJ-R2-p009-m2x_/Analysis-20240912/processed_images/","Albendazole_B_30_JU775","worm",633.930985483384,614.678088093391,617.376902216003,624.845901701208,630.647096437116,14.1078152406248,643.625041394677,654.047356132847,658.308873031289,0.0222544970409789,12,"NJR2_2",859.565462572056,-228.918366134941
"NJR2_p001_C11","NJR2_2_MY16","NJR2","p001","C11",20240906,"p001_C11","m2x","20240906-NJR2-p001-m2x_C11.TIF",0.925138121546961,"48h",10,"HB101_10_11_2023","DMSO","Albendazole_B",30,"see notion","MY16",2,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_3/20240906-NJ-R2-drugresponse/20240906-NJ-R2-p009-m2x_/Analysis-20240912/processed_images/","Albendazole_B_30_MY16","worm",877.425700812649,715.249516277446,782.026849919835,837.748610214337,902.700062327988,73.9796780726529,940.037176852526,949.751980571459,955.230804198995,0.0843144644659199,14,"NJR2_2",876.563762732596,26.1362995953923
"NJR2_p001_D01","NJR2_2_CB4856","NJR2","p001","D01",20240906,"p001_D01","m2x","20240906-NJR2-p001-m2x_D01.TIF",0.914479254868755,"48h",10,"HB101_10_11_2023","DMSO","Albendazole_B",0,"see notion","CB4856",2,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_3/20240906-NJ-R2-drugresponse/20240906-NJ-R2-p009-m2x_/Analysis-20240912/processed_images/","Albendazole_B_0_CB4856","worm",891.682546083651,804.445350358344,853.544730754636,867.841442134116,899.357379677861,39.7097538737368,915.163812623297,939.523670169896,944.524864598217,0.0445335103262317,13,"NJR2_2",880.044498157112,19.312881520749
"NJR2_p001_D02","NJR2_2_CX11271","NJR2","p001","D02",20240906,"p001_D02","m2x","20240906-NJR2-p001-m2x_D02.TIF",0.944577591372079,"48h",10,"HB101_10_11_2023","DMSO","Albendazole_B",0,"see notion","CX11271",2,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_3/20240906-NJ-R2-drugresponse/20240906-NJ-R2-p009-m2x_/Analysis-20240912/processed_images/","Albendazole_B_0_CX11271","worm",851.386329044686,792.368911487834,829.373858773876,837.453848464806,845.69935746657,30.2932315774372,865.424143129927,889.048288675239,903.721366496139,0.0355810641350423,11,"NJR2_2",822.016344811928,23.6830126546421
"NJR2_p001_D03","NJR2_2_ECA36","NJR2","p001","D03",20240906,"p001_D03","m2x","20240906-NJR2-p001-m2x_D03.TIF",1.01026260187142,"48h",10,"HB101_10_11_2023","DMSO","Albendazole_B",0,"see notion","ECA36",2,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_3/20240906-NJ-R2-drugresponse/20240906-NJ-R2-p009-m2x_/Analysis-20240912/processed_images/","Albendazole_B_0_ECA36","worm",878.441280400843,777.901835407662,829.740348236729,834.774243241348,868.995216249217,50.9195763707571,915.438049776498,940.817267744284,963.884727565206,0.0579658282310251,17,"NJR2_2",855.900516144105,13.0947001051119
"NJR2_p001_D04","NJR2_2_JU775","NJR2","p001","D04",20240906,"p001_D04","m2x","20240906-NJR2-p001-m2x_D04.TIF",0.953381294964029,"48h",10,"HB101_10_11_2023","DMSO","Albendazole_B",0,"see notion","JU775",2,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_3/20240906-NJ-R2-drugresponse/20240906-NJ-R2-p009-m2x_/Analysis-20240912/processed_images/","Albendazole_B_0_JU775","worm",881.268092213373,837.462672560864,847.409004794601,865.593047815884,875.03464585527,28.7727681823008,905.502589581718,918.158707740638,920.75811204145,0.0326492794151162,10,"NJR2_2",859.565462572056,15.4691832832139
"NJR2_p001_D05","NJR2_2_MY16","NJR2","p001","D05",20240906,"p001_D05","m2x","20240906-NJR2-p001-m2x_D05.TIF",0.932880434782609,"48h",10,"HB101_10_11_2023","DMSO","Albendazole_B",0,"see notion","MY16",2,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_3/20240906-NJ-R2-drugresponse/20240906-NJ-R2-p009-m2x_/Analysis-20240912/processed_images/","Albendazole_B_0_MY16","worm",895.379107066622,803.977198254462,834.648125675116,866.023531079705,898.775634825818,45.8258053841808,926.449368934945,948.165183178457,954.671577350477,0.0511803380517913,13,"NJR2_2",876.563762732596,22.2118720932215
"NJR2_p001_D07","NJR2_2_CB4856","NJR2","p001","D07",20240906,"p001_D07","m2x","20240906-NJR2-p001-m2x_D07.TIF",0.896247240618102,"48h",10,"HB101_10_11_2023","DMSO","Albendazole_B",30,"see notion","CB4856",2,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_3/20240906-NJ-R2-drugresponse/20240906-NJ-R2-p009-m2x_/Analysis-20240912/processed_images/","Albendazole_B_30_CB4856","worm",627.529061589047,591.578891026044,597.741535753123,613.695111991595,626.468512332373,23.534305650008,645.764844793321,657.417719224563,663.435020345561,0.0375031326683322,12,"NJR2_2",880.044498157112,-253.575985824738
"NJR2_p001_D08","NJR2_2_CX11271","NJR2","p001","D08",20240906,"p001_D08","m2x","20240906-NJR2-p001-m2x_D08.TIF",0.928593996840442,"48h",10,"HB101_10_11_2023","DMSO","Albendazole_B",30,"see notion","CX11271",2,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_3/20240906-NJ-R2-drugresponse/20240906-NJ-R2-p009-m2x_/Analysis-20240912/processed_images/","Albendazole_B_30_CX11271","worm",819.750900225117,770.200835156795,792.385594168517,800.904306630002,818.797280271418,28.9753189351652,837.088971301896,848.102683371153,881.405108988605,0.0353464923639707,14,"NJR2_2",822.016344811928,-3.21906454050998
"NJR2_p001_D09","NJR2_2_ECA36","NJR2","p001","D09",20240906,"p001_D09","m2x","20240906-NJR2-p001-m2x_D09.TIF",0.68697282099344,"48h",10,"HB101_10_11_2023","DMSO","Albendazole_B",30,"see notion","ECA36",2,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_3/20240906-NJ-R2-drugresponse/20240906-NJ-R2-p009-m2x_/Analysis-20240912/processed_images/","Albendazole_B_30_ECA36","worm",580.070903711759,403.841126992131,484.912962202519,502.409821485843,621.389275772729,84.7206996256049,639.698731384445,652.801163216696,673.667932936664,0.146052317196905,14,"NJR2_2",855.900516144105,-234.511240371376
"NJR2_p001_D10","NJR2_2_JU775","NJR2","p001","D10",20240906,"p001_D10","m2x","20240906-NJR2-p001-m2x_D10.TIF",0.927264808362369,"48h",10,"HB101_10_11_2023","DMSO","Albendazole_B",30,"see notion","JU775",2,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_3/20240906-NJ-R2-drugresponse/20240906-NJ-R2-p009-m2x_/Analysis-20240912/processed_images/","Albendazole_B_30_JU775","worm",630.764896120689,579.343531199896,609.23893451047,614.822053623726,640.762272489057,24.6513286564212,646.771918703725,652.817423276811,660.184617412909,0.0390816432684049,10,"NJR2_2",859.565462572056,-218.803190083
"NJR2_p001_D11","NJR2_2_MY16","NJR2","p001","D11",20240906,"p001_D11","m2x","20240906-NJR2-p001-m2x_D11.TIF",0.940807419530824,"48h",10,"HB101_10_11_2023","DMSO","Albendazole_B",30,"see notion","MY16",2,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_3/20240906-NJ-R2-drugresponse/20240906-NJ-R2-p009-m2x_/Analysis-20240912/processed_images/","Albendazole_B_30_MY16","worm",887.289288033758,813.276553402417,828.404779091675,844.175428223245,897.699076075364,42.1193358057814,918.095634431294,927.212123649379,950.104656884723,0.0474696768842079,19,"NJR2_2",876.563762732596,21.1353133427674
