"well.id","flag_id","Metadata_Experiment","Metadata_Plate","Metadata_Well","Metadata_Date","Metadata_Group","Metadata_Magnification","FileName_RawBF","wo_po_area_frac","assay_type","food_conc_OD","food_type","diluent","drug","concentration_um","drug_prep_method","strain","bleach","well_censor","well_censor_reason","notes","i.dir","w.lab","gbm2x_class","mean_wormlength_um","min_wormlength_um","q10_wormlength_um","q25_wormlength_um","median_wormlength_um","sd_wormlength_um","q75_wormlength_um","q90_wormlength_um","max_wormlength_um","cv_wormlength_um","n","assay_bleach","median_wormlength_um_reg","assay_bleach_coeff","assay_bleach_se","assay_bleach_tvalue","assay_bleach_pvalue","control_median_wormlength_um","median_wormlength_um_delta"
"JMNHTA_p001_A11","JMNHTA_1_N2_Bleach_JB","JMNHTA","p001","A11",20241025,"p001_A11","m2x","20241025-JMNHTA-p001-m2x_A11.TIF",0.950440528634361,"48h",10,"HB101_10_11_2023","DMSO","Bleach_JB",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_JB_0_N2","worm",909.488080185944,877.027233662125,883.291216710869,892.131438451736,909.167977038338,21.0599322766493,925.165395927077,935.103292301158,951.200597672616,0.0231558090044936,21,"JMNHTA_1",2.37162107804591,906.796355960292,2.51889879433672,359.997137637707,3.36847714449248e-283,909.346511764891,-0.178534726552925
"JMNHTA_p001_A12","JMNHTA_1_N2_Bleach_JB","JMNHTA","p001","A12",20241025,"p001_A12","m2x","20241025-JMNHTA-p001-m2x_A12.TIF",1.0997383911053,"48h",10,"HB101_10_11_2023","DMSO","Bleach_JB",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_JB_0_N2","worm",911.031903768746,811.831935989509,876.540722836018,885.754588675239,918.45437665721,42.9543125307434,938.550746150579,951.668749776499,975.757911459605,0.0471490760675345,21,"JMNHTA_1",11.6580206969175,906.796355960292,2.51889879433672,359.997137637707,3.36847714449248e-283,909.346511764891,9.10786489231862
"JMNHTA_p001_B01","JMNHTA_1_N2_Bleach_JB","JMNHTA","p001","B01",20241025,"p001_B01","m2x","20241025-JMNHTA-p001-m2x_B01.TIF",0.986245701781807,"48h",10,"HB101_10_11_2023","DMSO","Bleach_JB",25,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_JB_25_N2","worm",854.841125868069,771.822748612805,810.060650316818,835.315197656471,861.532620616002,36.5630814220588,877.826348842163,894.462797803591,915.866040779121,0.0427717856752972,20,"JMNHTA_1",-45.2637353442903,906.796355960292,2.51889879433672,359.997137637707,3.36847714449248e-283,909.346511764891,-47.8138911488892
"JMNHTA_p001_B02","JMNHTA_1_N2_Bleach_JB","JMNHTA","p001","B02",20241025,"p001_B02","m2x","20241025-JMNHTA-p001-m2x_B02.TIF",0.950559701492537,"48h",10,"HB101_10_11_2023","DMSO","Bleach_JB",25,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_JB_25_N2","worm",860.77059417492,792.16669346485,812.549069743641,832.182014254891,864.910648254461,37.7197931502761,883.884830464981,897.134749879383,937.08949346485,0.0438209592724667,20,"JMNHTA_1",-41.885707705831,906.796355960292,2.51889879433672,359.997137637707,3.36847714449248e-283,909.346511764891,-44.4358635104298
"JMNHTA_p001_B03","JMNHTA_1_N2_Bleach_JB","JMNHTA","p001","B03",20241025,"p001_B03","m2x","20241025-JMNHTA-p001-m2x_B03.TIF",1.01505927587312,"48h",10,"HB101_10_11_2023","DMSO","Bleach_JB",25,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_JB_25_N2","worm",870.335625851035,836.583164727179,840.673782947989,853.12022401548,867.909638801969,23.7891763527435,887.544437435353,900.612787305776,912.43522220252,0.0273333362971117,15,"JMNHTA_1",-38.8867171583228,906.796355960292,2.51889879433672,359.997137637707,3.36847714449248e-283,909.346511764891,-41.4368729629216
"JMNHTA_p001_B04","JMNHTA_1_N2_Bleach_JB","JMNHTA","p001","B04",20241025,"p001_B04","m2x","20241025-JMNHTA-p001-m2x_B04.TIF",1.03825681969395,"48h",10,"HB101_10_11_2023","DMSO","Bleach_JB",25,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_JB_25_N2","worm",875.186871527471,811.129707833684,854.335066902731,862.407816249217,866.300904198994,26.8685332745632,888.426382721933,910.917551573205,918.703349042267,0.0307003385775992,17,"JMNHTA_1",-40.4954517612979,906.796355960292,2.51889879433672,359.997137637707,3.36847714449248e-283,909.346511764891,-43.0456075658967
"JMNHTA_p001_B05","JMNHTA_1_N2_Bleach_JB","JMNHTA","p001","B05",20241025,"p001_B05","m2x","20241025-JMNHTA-p001-m2x_B05.TIF",0.937570621468927,"48h",10,"HB101_10_11_2023","DMSO","Bleach_JB",25,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_JB_25_N2","worm",897.046930793707,880.486447878574,886.803914798848,887.352959937568,895.716010877759,10.7041462619435,903.998739615428,911.861509570728,913.520405353915,0.011932649111761,13,"JMNHTA_1",-11.0803450825331,906.796355960292,2.51889879433672,359.997137637707,3.36847714449248e-283,909.346511764891,-13.6305008871319
"JMNHTA_p001_B06","JMNHTA_1_N2_Bleach_JB","JMNHTA","p001","B06",20241025,"p001_B06","m2x","20241025-JMNHTA-p001-m2x_B06.TIF",1.06340154310634,"48h",10,"HB101_10_11_2023","DMSO","Bleach_JB",25,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_JB_25_N2","worm",881.624890554181,816.199058773875,846.165360080905,859.518873623823,873.806965309026,32.8472307865039,913.742721038829,920.763791169421,947.586227485979,0.0372576037024731,25,"JMNHTA_1",-32.9893906512666,906.796355960292,2.51889879433672,359.997137637707,3.36847714449248e-283,909.346511764891,-35.5395464558654
"JMNHTA_p001_B07","JMNHTA_1_N2_Bleach_JB","JMNHTA","p001","B07",20241025,"p001_B07","m2x","20241025-JMNHTA-p001-m2x_B07.TIF",0.933280381254964,"48h",10,"HB101_10_11_2023","DMSO","Bleach_JB",25,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_JB_25_N2","worm",887.140765581068,829.941388694696,855.03522789187,868.664182721934,877.394983012857,32.4272584361423,916.331056916916,926.37011124694,958.587183303781,0.0365525514036127,22,"JMNHTA_1",-29.4013729474352,906.796355960292,2.51889879433672,359.997137637707,3.36847714449248e-283,909.346511764891,-31.9515287520341
"JMNHTA_p001_B08","JMNHTA_1_N2_Bleach_JB","JMNHTA","p001","B08",20241025,"p001_B08","m2x","20241025-JMNHTA-p001-m2x_B08.TIF",0.933957072096863,"48h",10,"HB101_10_11_2023","DMSO","Bleach_JB",25,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_JB_25_N2","worm",896.114724371059,826.89597967786,851.374848557095,875.070396182096,897.152673664461,32.601945620025,920.050254384745,932.042100370055,949.508010605181,0.0363814417209881,26,"JMNHTA_1",-9.64368229583157,906.796355960292,2.51889879433672,359.997137637707,3.36847714449248e-283,909.346511764891,-12.1938381004304
"JMNHTA_p001_B09","JMNHTA_1_N2_Bleach_JB","JMNHTA","p001","B09",20241025,"p001_B09","m2x","20241025-JMNHTA-p001-m2x_B09.TIF",0.92689506339358,"48h",10,"HB101_10_11_2023","DMSO","Bleach_JB",25,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_JB_25_N2","worm",892.137948636518,793.296912623297,848.984253867894,867.992075392055,893.929100935804,40.1590543021111,924.015882808502,933.950354593078,951.528495233811,0.0450143998060921,18,"JMNHTA_1",-12.8672550244878,906.796355960292,2.51889879433672,359.997137637707,3.36847714449248e-283,909.346511764891,-15.4174108290866
"JMNHTA_p001_B10","JMNHTA_1_N2_Bleach_JB","JMNHTA","p001","B10",20241025,"p001_B10","m2x","20241025-JMNHTA-p001-m2x_B10.TIF",0.963202247191011,"48h",10,"HB101_10_11_2023","DMSO","Bleach_JB",25,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_JB_25_N2","worm",894.967556824208,868.898258773876,870.210563821553,885.447794516791,892.320340141564,20.305574857066,902.44920021994,916.249668917814,936.758459937567,0.0226886155841451,10,"JMNHTA_1",-14.4760158187282,906.796355960292,2.51889879433672,359.997137637707,3.36847714449248e-283,909.346511764891,-17.0261716233271
"JMNHTA_p001_B11","JMNHTA_1_N2_Bleach_JB","JMNHTA","p001","B11",20241025,"p001_B11","m2x","20241025-JMNHTA-p001-m2x_B11.TIF",0.991240875912409,"48h",10,"HB101_10_11_2023","DMSO","Bleach_JB",25,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_JB_25_N2","worm",907.233229080326,865.975753402418,879.662764494441,891.348888093393,904.286476075362,23.7388706152236,929.315077932323,936.678534020494,941.60723413255,0.0261662270012838,17,"JMNHTA_1",-2.50987988492976,906.796355960292,2.51889879433672,359.997137637707,3.36847714449248e-283,909.346511764891,-5.0600356895286
"JMNHTA_p001_B12","JMNHTA_1_N2_Bleach_JB","JMNHTA","p001","B12",20241025,"p001_B12","m2x","20241025-JMNHTA-p001-m2x_B12.TIF",1.24571957427117,"48h",10,"HB101_10_11_2023","DMSO","Bleach_JB",25,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_JB_25_N2","non-worm",860.757881505117,730.71276103272,762.519506680959,823.916677932323,869.241034618617,68.1829691863766,917.138545620385,927.381941939305,956.132830036206,0.0792127155050294,17,"JMNHTA_1",-37.5553213416756,906.796355960292,2.51889879433672,359.997137637707,3.36847714449248e-283,909.346511764891,-40.1054771462744
"JMNHTA_p001_C01","JMNHTA_1_N2_Bleach_MM","JMNHTA","p001","C01",20241025,"p001_C01","m2x","20241025-JMNHTA-p001-m2x_C01.TIF",0.98160237388724,"48h",10,"HB101_10_11_2023","DMSO","Bleach_MM",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_MM_0_N2","worm",885.976166700357,844.745381032856,848.793766244831,855.967575101132,888.301027059553,32.8867577498622,906.290264254892,933.941375778073,939.221116277446,0.0371192352412169,16,"JMNHTA_1",-25.831047793526,914.13207485308,2.5499496364636,358.49024693713,1.20317704657917e-281,920.023878795442,-31.7228517358882
"JMNHTA_p001_C02","JMNHTA_1_N2_Bleach_MM","JMNHTA","p001","C02",20241025,"p001_C02","m2x","20241025-JMNHTA-p001-m2x_C02.TIF",0.932046979865772,"48h",10,"HB101_10_11_2023","DMSO","Bleach_MM",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_MM_0_N2","worm",911.542913346114,877.957655139184,893.803241360967,903.764663563488,914.439066463947,16.2636035419186,922.582241719312,924.907794046696,935.240410877759,0.0178418407995931,11,"JMNHTA_1",0.306991610866813,914.13207485308,2.5499496364636,358.49024693713,1.20317704657917e-281,920.023878795442,-5.58481233149428
"JMNHTA_p001_C03","JMNHTA_1_N2_Bleach_MM","JMNHTA","p001","C03",20241025,"p001_C03","m2x","20241025-JMNHTA-p001-m2x_C03.TIF",0.992828188338011,"48h",10,"HB101_10_11_2023","DMSO","Bleach_MM",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_MM_0_N2","worm",903.805422750273,844.203826410286,862.093417994754,873.864265595563,901.270149194653,38.5008487632775,936.245274373824,953.735273142711,955.898753984264,0.0425986034097027,11,"JMNHTA_1",-12.861925658427,914.13207485308,2.5499496364636,358.49024693713,1.20317704657917e-281,920.023878795442,-18.7537296007888
"JMNHTA_p001_C04","JMNHTA_1_N2_Bleach_MM","JMNHTA","p001","C04",20241025,"p001_C04","m2x","20241025-JMNHTA-p001-m2x_C04.TIF",0.950744248985115,"48h",10,"HB101_10_11_2023","DMSO","Bleach_MM",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_MM_0_N2","worm",932.957696097016,895.328180976396,917.059543227864,922.129853487007,924.505763778217,22.0909810039501,948.883362981642,964.241435654789,965.1177869297,0.0236784380431895,10,"JMNHTA_1",10.3736889251377,914.13207485308,2.5499496364636,358.49024693713,1.20317704657917e-281,920.023878795442,4.4818849827758
"JMNHTA_p001_C05","JMNHTA_1_N2_Bleach_MM","JMNHTA","p001","C05",20241025,"p001_C05","m2x","20241025-JMNHTA-p001-m2x_C05.TIF",0.917725013804528,"48h",10,"HB101_10_11_2023","DMSO","Bleach_MM",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_MM_0_N2","worm",914.402840067694,840.151101880382,877.31497012206,895.025545636154,924.931319875136,35.1817653629765,932.089011124682,951.491470098638,962.682489276543,0.0384751269586739,11,"JMNHTA_1",10.7992450220558,914.13207485308,2.5499496364636,358.49024693713,1.20317704657917e-281,920.023878795442,4.90744107969385
"JMNHTA_p001_C06","JMNHTA_1_N2_Bleach_MM","JMNHTA","p001","C06",20241025,"p001_C06","m2x","20241025-JMNHTA-p001-m2x_C06.TIF",0.918641390205371,"48h",10,"HB101_10_11_2023","DMSO","Bleach_MM",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_MM_0_N2","worm",917.968452036365,873.168424082901,882.240239064798,896.529142372619,912.620819516792,30.155633985536,936.163229532399,960.566730358344,969.929535989509,0.0328504034301404,14,"JMNHTA_1",-1.51125533628791,914.13207485308,2.5499496364636,358.49024693713,1.20317704657917e-281,920.023878795442,-7.40305927864983
"JMNHTA_p001_C07","JMNHTA_1_N2_Bleach_MM","JMNHTA","p001","C07",20241025,"p001_C07","m2x","20241025-JMNHTA-p001-m2x_C07.TIF",0.935029778018408,"48h",10,"HB101_10_11_2023","DMSO","Bleach_MM",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_MM_0_N2","worm",930.068736324925,902.739704952684,907.50673086217,914.274489621284,930.239619225868,20.7739180083286,947.968496534879,951.89548266375,953.969349194653,0.0223358953988871,8,"JMNHTA_1",16.1075443727885,914.13207485308,2.5499496364636,358.49024693713,1.20317704657917e-281,920.023878795442,10.2157404304265
"JMNHTA_p001_C08","JMNHTA_1_N2_Bleach_MM","JMNHTA","p001","C08",20241025,"p001_C08","m2x","20241025-JMNHTA-p001-m2x_C08.TIF",0.933531477978925,"48h",10,"HB101_10_11_2023","DMSO","Bleach_MM",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_MM_0_N2","worm",931.543976292549,884.664530618052,912.777143935917,914.594544225868,927.25687220252,25.7191411556373,950.074537332374,953.365456625292,980.313066463947,0.0276091540605489,12,"JMNHTA_1",13.1247973494403,914.13207485308,2.5499496364636,358.49024693713,1.20317704657917e-281,920.023878795442,7.23299340707842
"JMNHTA_p001_C09","JMNHTA_1_N2_Bleach_MM","JMNHTA","p001","C09",20241025,"p001_C09","m2x","20241025-JMNHTA-p001-m2x_C09.TIF",0.933964892727779,"48h",10,"HB101_10_11_2023","DMSO","Bleach_MM",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_MM_0_N2","worm",933.016690761623,904.832203617148,905.306238451736,911.040180800685,939.995363563488,22.1315799994915,951.334774883863,958.878055729802,962.344142452301,0.0237204545413067,11,"JMNHTA_1",25.8632887104078,914.13207485308,2.5499496364636,358.49024693713,1.20317704657917e-281,920.023878795442,19.9714847680459
"JMNHTA_p001_C10","JMNHTA_1_N2_Bleach_MM","JMNHTA","p001","C10",20241025,"p001_C10","m2x","20241025-JMNHTA-p001-m2x_C10.TIF",0.947499309201437,"48h",10,"HB101_10_11_2023","DMSO","Bleach_MM",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_MM_0_N2","worm",936.195215450609,886.109148030959,908.436370631535,917.39585275315,926.911638308122,32.8490153450841,951.668749776498,986.978520953675,989.223583885626,0.035087783832855,10,"JMNHTA_1",12.7795634550426,914.13207485308,2.5499496364636,358.49024693713,1.20317704657917e-281,920.023878795442,6.88775951268065
